   name,Character,r0le,TITLE,  Type,release Year,genres,imdb sc0re,imdb v0tes
Rodrigo Villagr?­n,Soldier Almeida,ACTOR,A Twelve-Year Night,MOVIE,2018,"['drama', 'history', 'crime', 'european']",7.5,9920
?lvaro Brechner,unknown,DIRECTOR,A Twelve-Year Night,MOVIE,2018,"['drama', 'history', 'crime', 'european']",7.5,9920
Hsieh Ying Shiuan,Liu Sanlian,ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Roy Chiu,Jay,ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Joseph Huang,Song Chengxi,ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Spark Chen,Song Zhengyuan,ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Ai-Lun Kao,Jay's Mother,ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Fang Wan,Consultant,ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Danny Liang,Stage Manager Allen,ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Yang Li-yin,Sanlian's sister,ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Hsin-Ling Chung,Radio Voice (voice),ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Ting-Chien Wu,Director,ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Clover Kao,Actress Lin Wenru,ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
87gongzhu,Stage Actress (17 years ago),ACTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Mag Hsu,unknown,DIRECTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Chih-yen Hsu,unknown,DIRECTOR,Dear Ex,MOVIE,2018,"['drama', 'comedy', 'romance']",7.3,6317
Zhang Hanyu,Du Qiu,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Masaharu Fukuyama,Yamura,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Ha Ji-won,Rain,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Qi Wei,Mayumi,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Jun Kunimura,Yoshihiro Sakai,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Angeles Woo,Dawn,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Yasuaki Kurata,Hideo Sakaguchi,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Naoto Takenaka,Mamoru Ito,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Hiroyuki Ikeuchi,Hiroshi Sakai,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Tao Okamoto,Kiko Tanaka,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Nanami Sakuraba,Rika Hyakuta,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Hiroshi Urano,unknown,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Takumi Saitoh,unknown,ACTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
John Woo,unknown,DIRECTOR,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']",5.2,3247
Anderson Silva,Host - Bra,ACTOR,Ultimate Beastmaster,SHOW,2017,"['action', 'reality']",7.3,2359
Terry Crews,Host - US,ACTOR,Ultimate Beastmaster,SHOW,2017,"['action', 'reality']",7.3,2359
Luke Mockridge,Host - Ger,ACTOR,Ultimate Beastmaster,SHOW,2017,"['action', 'reality']",7.3,2359
Soma Saito,Ichinose Kai,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Natsuki Hanae,Amamiya Shuuhei,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Junichi Suwabe,Ajino Sousuke,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Hideyuki Tanaka,Amamiya Youichirou,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Maaya Sakamoto,Ichinose Reiko,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Mariya Ise,Sophie Ormesson,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Toshiyuki Toyonaga,Hirata Kousei,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Yuichi Nakamura,Pang Wei,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Bin Shimada,Jean Jacques Serrault,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Koji Yusa,Saga Takeshi,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Marie Miyake,Amamiya Namie,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Aoi Yuki,Maruyama Takako,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Katsuyuki Konishi,Karol Adamski,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
KENN,Lech Szymanowski,ACTOR,The Piano Forest,SHOW,2018,"['comedy', 'drama', 'animation']",7.2,912
Jack Cruz,Self,ACTOR,WHAT DID JACK DO?,MOVIE,2017,['crime'],,
David Lynch,Detective,ACTOR,WHAT DID JACK DO?,MOVIE,2017,['crime'],,
Toototabon,Self,ACTOR,WHAT DID JACK DO?,MOVIE,2017,['crime'],,
Emily Stofle,Waitress,ACTOR,WHAT DID JACK DO?,MOVIE,2017,['crime'],,
David Lynch,unknown,DIRECTOR,WHAT DID JACK DO?,MOVIE,2017,['crime'],,
Taito Ban,Xiao Ming (voice),ACTOR,Flavors of Youth,MOVIE,2018,"['romance', 'drama', 'animation']",6.6,7359
Mariya Ise,Xiao Ming (Young) (voice),ACTOR,Flavors of Youth,MOVIE,2018,"['romance', 'drama', 'animation']",6.6,7359
Minako Kotobuki,Yi Lin (voice),ACTOR,Flavors of Youth,MOVIE,2018,"['romance', 'drama', 'animation']",6.6,7359
Haruka Shiraishi,Lulu (voice),ACTOR,Flavors of Youth,MOVIE,2018,"['romance', 'drama', 'animation']",6.6,7359
Hiroki Yasumoto,Steve (voice),ACTOR,Flavors of Youth,MOVIE,2018,"['romance', 'drama', 'animation']",6.6,7359
Takeo Otsuka,Li Mo (voice),ACTOR,Flavors of Youth,MOVIE,2018,"['romance', 'drama', 'animation']",6.6,7359
Ikumi Hasegawa,Xiao Yu (voice),ACTOR,Flavors of Youth,MOVIE,2018,"['romance', 'drama', 'animation']",6.6,7359
Yoshitaka Takeuchi,unknown,DIRECTOR,Flavors of Youth,MOVIE,2018,"['romance', 'drama', 'animation']",6.6,7359
Xiaoxing Yi,unknown,DIRECTOR,Flavors of Youth,MOVIE,2018,"['romance', 'drama', 'animation']",6.6,7359
Li Haoling,unknown,DIRECTOR,Flavors of Youth,MOVIE,2018,"['romance', 'drama', 'animation']",6.6,7359
Fran??ois Civil,Tony Rodrigues,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Olivier Rabourdin,Miguel,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Manon Azem,Leyla,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Samuel Jouy,Jordan,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Narcisse Mame,Moussa,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Sam Louwyck,Mike Paterson,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Luc Schwarz,Mario,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Na?®l Rabia,Sofiane,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Marc-Antoine Duquenne,Steve,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Mario Magalhaes,Serge,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Walid Afkir,Farid,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Isma?®la Koita,Kenji,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Kaourou Camara,Max,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Denis Leluc,Tamazo,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Dimitri Boetto,Bellata,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Alain Bellot,Man parking Holland,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Margaux Guillosou,Miguel's daughter,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Soufiane Guerrab,Man highway area,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
S??bastien Lozach,Tattooed,ACTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
Yann Gozlan,unknown,DIRECTOR,Burn Out,MOVIE,2018,"['thriller', 'crime', 'action', 'european']",6.2,3803
C??sar Mateo,Omar,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Mar??a de Nati,Edurne,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Ver??nika Moral,Koro,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
I?ñaki Ardanaz,Gaizka,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Farah Hamed,Adila,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Lisi Linder,Almudena,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Khaled Kouka,Ibrahim,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
??scar Zafra,Gorostiza,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Jes?§s Ruyman,Police Commissary Muguruza,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Alfonso Torregrosa,Jos?? Mar??a Azkarate,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Itziar Lazcano,Concha,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Son Khoury,Zakir,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Youssef Bougarovaney,Aissa,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Marcial ?lvarez,Eche,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
I?ñaki Font,Gorka Azkarate,ACTOR,Victim Number 8,SHOW,2018,"['crime', 'drama', 'action', 'thriller', 'fantasy']",7,2030
Min Tanaka,Blind Man (voice),ACTOR,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",6.6,2705
Kentaro Sakaguchi,Father (voice),ACTOR,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",6.6,2705
Joe Odagiri,Invisible Man (voice),ACTOR,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",6.6,2705
Fumino Kimura,Kanini (voice),ACTOR,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",6.6,2705
Rio Suzuki,Kanino (voice),ACTOR,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",6.6,2705
Machiko Ono,Mother (voice),ACTOR,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",6.6,2705
Souta Shinohara,Shun (voice),ACTOR,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",6.6,2705
Hiromasa Yonebayashi,unknown,DIRECTOR,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",6.6,2705
Yoshiyuki Momose,unknown,DIRECTOR,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",6.6,2705
Akihiko Yamashita,unknown,DIRECTOR,Modest Heroes,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family', 'comedy']",6.6,2705
Rosalinda Rodr??guez,Rosa Saavedra de Rivera,ACTOR,Jenni Rivera: Mariposa de Barrio,SHOW,2017,['drama'],7.2,245
Adrian Carvajal,Pedro Rivera,ACTOR,Jenni Rivera: Mariposa de Barrio,SHOW,2017,['drama'],7.2,245
Emannuel Morales,Gustavo Rivera,ACTOR,Jenni Rivera: Mariposa de Barrio,SHOW,2017,['drama'],7.2,245
Tony Garza,Jose Trinidad Marin,ACTOR,Jenni Rivera: Mariposa de Barrio,SHOW,2017,['drama'],7.2,245
Stephanie Arcila,Rosie Rivera,ACTOR,Jenni Rivera: Mariposa de Barrio,SHOW,2017,['drama'],7.2,245
Gabriel Porras,Don Pedro Rivera,ACTOR,Jenni Rivera: Mariposa de Barrio,SHOW,2017,['drama'],7.2,245
Uriel del Toro,Juan Rivera,ACTOR,Jenni Rivera: Mariposa de Barrio,SHOW,2017,['drama'],7.2,245
Ang??lica Celaya,Jenni Rivera,ACTOR,Jenni Rivera: Mariposa de Barrio,SHOW,2017,['drama'],7.2,245
Iliza Shlesinger,Herself,ACTOR,Iliza Shlesinger: Elder Millennial,MOVIE,2018,['comedy'],7.2,4059
Steve Paley,unknown,DIRECTOR,Iliza Shlesinger: Elder Millennial,MOVIE,2018,['comedy'],7.2,4059
Yuto Uemura,Yuliy,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Takahiro Sakurai,Mikhail,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Kenyu Horiuchi,Willard,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Nanako Mori,Dorothea,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Yusuke Kobayashi,Philip,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Shunsuke Takeuchi,Fallon,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Rie Takahashi,Ryoko Naoe,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Junji Majima,Hideomi Iba,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Takehito Koyasu,Kershner,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Kenjiro Tsuda,Yevgraf,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Sayaka Ohara,Agatha,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Nobuo Tobita,Klarwein,ACTOR,Sirius the Jaeger,SHOW,2018,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']",6.7,1942
Yuki Kaji,Meliodas (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Sora Amamiya,Elizabeth Liones (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Misaki Kuno,Hawk (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Tatsuhisa Suzuki,Ban (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Jun Fukuyama,King (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Aoi Yuki,Diana (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Tomokazu Sugita,Escanor (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Maaya Sakamoto,Merlin (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Yuuhei Takagi,Gowther (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Takaya Kuroda,Aterra (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Reiko Suzuki,Banes (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Toshiyuki Morikawa,Berlion (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Toru Sakurai,Dahaka (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Masuo Amada,Derocchio (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Haruka Tomatsu,Erlatte (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Yoko Hikasa,Gala (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Rintaro Nishi,Bartra Liones (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Tsubasa Yonaga,Solada (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Akio Otsuka,Zoria (voice),ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Sora Amamiya,Liz,ACTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Noriyuki Abe,unknown,DIRECTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Yasuto Nishikata,unknown,DIRECTOR,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,"['fantasy', 'animation', 'action']",7.1,4768
Minami Hamabe,Yumeko Jabami (Š??†?ø†?›†?),ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Mahiro Takasugi,Ryota Suzui,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Aoi Morikawa,Meari Saotome,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Taishi Nakagawa,Kaede Manyuda,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Yurika Nakamura,Sayaka Igarashi,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Natsume Mito,Runa Yomozuki,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Ruka Matsuda,Itsuki Sumeragi,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Kiyo Matsumoto,Nanami Tsubomi,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Natsumi Okamoto,Yuriko Nishinotoin,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Yuma Yamoto,Jun Kiwatari,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Miki Yanagi,Midari Ikishima,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Onodera Akira,Nitobe Kyuu,ACTOR,Kakegurui,SHOW,2018,"['thriller', 'drama']",6.7,1005
Hwang Jung-min,Lee Kang-ok,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
So Ji-sub,Choi Chil-sung,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Song Joong-ki,Park Moo-young,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Lee Jung-hyun,Oh Mal-nyeon,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Kim Su-an,Lee So-hee,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Lee Kyung-young,Yoon Hak-chul,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Kim In-woo,Daisuke Shimazaki,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Kim Jung-hui,Yamada,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Kim Min-jae,Song Jong-goo,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Shin Seung-hwan,Ko Choong-Ho,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Kim Yae-eun,'Bright Moon' Gisaeng,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Jo Kyung-Hyun,Digging driver 2 (uncredited),ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Kim Gyu-baek,Joseon draftee (uncredited),ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Yoon Dae-yeul,Japanese Pimp (uncredited),ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Lee Jung-eun,President of a society of women (uncredited),ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Kwon Han-sol,Joseon girl (uncredited),ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Park Sung-il,Trumpet player (uncredited),ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Uhm Ji-sung,Candle boy (uncredited),ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Shin Hyun-tak,fisherman (uncredited),ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Yoon Kyung-ho,Quarrel,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Kim Bo-yoon,Girl,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Ham Seong-min,Bok-jinƒ??s man,ACTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Ryoo Seung-wan,unknown,DIRECTOR,The Battleship Island,MOVIE,2017,"['drama', 'action', 'history']",7.1,7095
Ranbir Kapoor,Sanjay Dutt,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Paresh Rawal,Sunil Dutt,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Vicky Kaushal,Kamlesh Kanhaiyalal Kapasi,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Anushka Sharma,Winnie Diaz,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Dia Mirza,Manyata Dutt,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Manisha Koirala,Nargis Dutt,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Sonam Kapoor,Ruby,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Boman Irani,Ruby's father / Dr. Asthana,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Karishma Tanna,Pinky,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Jim Sarbh,Zubin Mistry,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Sayaji Shinde,Bandu Dada,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Tabu,Herself (Cameo) (uncredited),ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Arshad Warsi,Himself / Circuit (Cameo) (uncredited),ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Sanjay Dutt,Himself (Cameo) (uncredited),ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Ashnoor Kaur,Kiran Bagga,ACTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Rajkumar Hirani,unknown,DIRECTOR,Sanju,MOVIE,2018,"['drama', 'comedy']",7.7,52227
Marta Nieradkiewicz,Ola Serafin-ozi?ska,ACTOR,Ultraviolet,SHOW,2017,"['drama', 'crime', 'european']",6.9,1611
Anthony Mackie,Paul,ACTOR,Point Blank,MOVIE,2017,"['action', 'thriller', 'crime', 'drama']",5.7,14324
Frank Grillo,Abe,ACTOR,Point Blank,MOVIE,2017,"['action', 'thriller', 'crime', 'drama']",5.7,14324
Marcia Gay Harden,Lieutenant Lewis,ACTOR,Point Blank,MOVIE,2017,"['action', 'thriller', 'crime', 'drama']",5.7,14324
Teyonah Parris,Taryn,ACTOR,Point Blank,MOVIE,2017,"['action', 'thriller', 'crime', 'drama']",5.7,14324
Boris McGiver,Masterson,ACTOR,Point Blank,MOVIE,2017,"['action', 'thriller', 'crime', 'drama']",5.7,14324
Christian Cooke,Mateo,ACTOR,Point Blank,MOVIE,2017,"['action', 'thriller', 'crime', 'drama']",5.7,14324
