   name,Character,r0le,TITLE,  Type,release Year,genres,imdb sc0re,imdb v0tes
Robert De Niro,Travis Bickle,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Jodie Foster,Iris Steensma,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Albert Brooks,Tom,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Harvey Keitel,Matthew 'Sport' Higgins,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Cybill Shepherd,Betsy,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Peter Boyle,Wizard,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Leonard Harris,Senator Charles Palantine,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Diahnne Abbott,Concession Girl,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Gino Ardito,Policeman at Rally,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Martin Scorsese,Passenger Watching Silhouette,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Murray Moston,Iris' Time Keeper,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Richard Higgs,Secret Service Agent,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Bill Minkin,Tom's Assistant (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Bob Maroff,Mafioso (uncredited),ACTOR,Taxi Driver,the movie,1976,"['drama', 'crime']",8.2,808582
Victor Argo,"Melio, Delicatessen Owner",ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Joe Spinell,Personell Officer,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Robinson Frank Adu,Angry Black Man (uncredited),ACTOR,Taxi Driver,the movie,1976,"['drama', 'crime']",8.2,808582
Brenda Dickson,Soap Opera Woman (uncredited),ACTOR,Taxi Driver,the movie,1976,"['drama', 'crime']",8.2,808582
Norman Matlock,Charlie T,ACTOR,Taxi Driver,the movie,1976,"['drama', 'crime']",8.2,808582
Harry Northup,Doughboy,ACTOR,Taxi Driver,the movie,1976,"['drama', 'crime']",8.2,808582
Harlan Cary Poe,Campaign Worker (uncredited),ACTOR,Taxi Driver,the movie,1976,"['drama', 'crime']",8.2,808582
Steven Prince,Andy - Gun Salesman,ACTOR,Taxi Driver,the movie,1976,"['drama', 'crime']",8.2,808582
Peter Savage,The John,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Nicholas Shields,Palantine's Aide (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Ralph S. Singleton,T.V. Interviewer (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Annie Gagen,Campaign Worker (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Carson Grant,Political rallier (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Mary-Pat Green,Campaign Aide (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Debbi Morgan,Girl at Columbus Circle (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Don Stroud,Policeman (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Copper Cunningham,Hooker in Cab,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Garth Avery,Iris' friend,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Nat Grant,Stick-aup Man,ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Billie Perkins,Iris' Friend (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Catherine Scorsese,Iris' Mother (newspaper article) (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Charles Scorsese,Iris' Father (newspaper article) (uncredited),ACTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Martin Scorsese,unknown,DIRECTOR,Taxi Driver,MOVIE,1976,"['drama', 'crime']",8.2,808582
Jon Voight,Ed Gentry,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Burt Reynolds,Lewis Medlock,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Ned Beatty,Bobby Trippe,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Ronny Cox,Drew Ballinger,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Ed Ramey,Old Man at the Gas-Station,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Billy Redden,Lonnie - The Banjo Boy,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Seamon Glass,First Griner,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Randall Deal,Second Griner,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Bill McKinney,Mountain Man,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Herbert 'Cowboy' Coward,Toothless Man,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Lewis Crone,First Deputy,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Ken Keener,Second Deputy,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Johnny Popwell,Ambulance Driver,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
John Fowler,Doctor,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Kathy Rickman,Nurse,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Louise Coldren,Mrs. Biddiford,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Pete Ware,Taxi Driver,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
James Dickey,Sheriff Bullard,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Macon McCalman,Deputy Queen,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Hoyt Pollard,Boy at Gas Station,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Belinda Beatty,Martha Gentry,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Charley Boorman,Ed's Boy,ACTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
John Boorman,unknown,DIRECTOR,Deliverance,MOVIE,1972,"['drama', 'action', 'thriller', 'european']",7.7,107673
Graham Chapman,King Arthur / Voice of God / Middle Head / Hiccoughing Guard,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
John Cleese,Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Launcelot the Brave / Taunting French Guard / Tim the Enchanter,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Eric Idle,Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Terry Gilliam,Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorilla Hand,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Terry Jones,Dennis's Mother / Sir Bedevere / Left Head / Prince Herbert / Voice of Cartoon Scribe,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Michael Palin,First Swallow-Savvy Guard / Dennis / Peasant 2 / Right Head / Sir Galahad the Pure / Narrator / King of Swamp Castle / Brother Maynard's Brother / Leader of The Knights Who Say NI!,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Connie Booth,The Witch,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Carol Cleveland,Zoot / Dingo,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Neil Innes,First Monk / Singing Minstrel / Page Crushed by the Rabbit / Peasant #4,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Bee Duffell,Old Crone,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
John Young,Dead Body / Historian Frank,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Rita Davies,Historian's Wife,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Avril Stewart,Dr. Piglet,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Sally Kinghorn,Dr. Winston,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Mark Zycon,Prisoner,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Elspeth Cameron,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Mitsuko Forstater,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Sandy Johnson,Knight of Ni / Villager at Witch Burning / Musician at Wedding / Monk / Knight in Battle,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Sandy Rose,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Romilly Squire,Musician at Wedding / Villager at Witch Burning,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Joni Flynn,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Alison Walker,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Loraine Ward,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Anna Lanski,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Sally Coombe,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Vivienne MacDonald,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Yvonne Dick,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Daphne Darling,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Fiona Gordon,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Judy Lamb,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Tracy Sneddon,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Joyce Pollner,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Mary Allen,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Gloria Graham,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Sylvia Taylor,Girl in Castle Anthrax,ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Julian Doyle,Police Sergeant (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Margarita Doyle,Peasant (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Zack Matalon,Guard who Falls into Barrels (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Scott Mike,Bash (Mudfighter (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
William Palin,Sir Not-Appearing-in-this-Film (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Terry Jones,Themselves (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Tom Raeburn,Guard Eating Apple (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Brian Ross,Biff (Mudfighter) (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Roy Forge Smith,Inspector End of Film (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
John Thornton,Dancing Knight (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Maggie Weston,Page-turner (uncredited),ACTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Terry Jones,unknown,DIRECTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Terry Gilliam,unknown,DIRECTOR,Monty Python and the Holy Grail,MOVIE,1975,"['fantasy', 'action', 'comedy']",8.2,534486
Lee Marvin,Maj. John Reisman,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Ernest Borgnine,Maj. Gen. Worden,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Charles Bronson,Joseph Wladislaw,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Jim Brown,Robert Jefferson,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
John Cassavetes,Victor Franko,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Richard Jaeckel,Sergeant Bowren,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
George Kennedy,Major Max Armbruster,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Trini L??pez,Pedro Jiminez,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Ralph Meeker,Captain Stuart Kinder,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Robert Ryan,Col. Everett Dasher Breed,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Telly Savalas,Archer Maggott,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Donald Sutherland,Vernon Pinkley,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Clint Walker,Samson Posey,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Robert Webber,General Denton,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Tom Busby,Milo Vladek,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Ben Carruthers,Glenn Gilpin,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Stuart Cooper,Roscoe Lever,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Robert Phillips,Cpl. Morgan - MP Guard,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Colin Maitland,Seth Sawyer,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Al Mancini,Tassos Bravos,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
George Roubicek,Pvt. Arthur James Gardner,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Thick Wilson,Gen. Worden's Aide,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Dora Reisser,German Officer's Girl,ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Michael Anthony,German Officer in Staff Car (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Leo Britt,German General in Staff Car (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Alan Chuntz,French Servant (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Gary Files,Ambulance Driver (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Judith Furse,Drunken General's Wife (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Hal Galili,MP Master Sergeant / Hangman (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Romo Gorrara,Airborne Soldier (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Willoughby Gray,German Officer (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Gerard Heinz,Card-Playing German Officer (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
John G. Heller,2nd German Sentry at Chateau (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
George Hilsdon,Medical Officer at Hanging (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
John Hollis,German Porter at Chateau (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Alf Joint,German Sentry Wanting Light (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Juba Kennerley,German Officer (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Hildegard Knef,(uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Ann Lancaster,Prostitute (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Richard Marner,German Sentry at Chateau (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Dick Miller,MP at Hanging (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Lionel Murton,MP Lt. Col. in charge at hanging (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Suzanne Owens-Duval,Prostitute (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Mike Reid,Sergeant at War Games HQ (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Terry Richards,Blake (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Frederick Schiller,Drunken German General (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Richard Shaw,German Officer Who Seals the Bunker (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Warren Stanhope,German Officer (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Hedger Wallace,German Officer (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Theodore Wilhelm,German Officer (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Rocky Taylor,Airborne Soldier (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Burnell Tucker,Army Doctor (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Vicki Woolf,Prostitute (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Michael Segal,Airborne Band Conductor (uncredited),ACTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Robert Aldrich,unknown,DIRECTOR,The Dirty Dozen,MOVIE,1967,"['war', 'action']",7.7,72662
Graham Chapman,Various,ACTOR,Monty Python's Flying Circus,tv show,1969,"['comedy', 'european']",8.8,73424
Michael Palin,"Various / ""It's"" man",ACTOR,Monty Python's Flying Circus,tv show,1969,"['comedy', 'european']",8.8,73424
Terry Jones,Various,ACTOR,Monty Python's Flying Circus,tv show,1969,"['comedy', 'european']",8.8,73424
Eric Idle,Various,ACTOR,Monty Python's Flying Circus,shows,1969,"['comedy', 'european']",8.8,73424
Terry Gilliam,Various,ACTOR,Monty Python's Flying Circus,shows,1969,"['comedy', 'european']",8.8,73424
Graham Chapman,Wise Man #2 / Brian Cohen / Biggus Dickus,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
John Cleese,Wise Man #1 / Reg / Jewish Official / First Centurion / Deadly Dirk / Arthur,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Terry Gilliam,Man Even Further Forward / Revolutionary / Jailer / Blood and Thunder Prophet / Frank / Audience Member / Crucifee,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Eric Idle,Mr. Cheeky / Stan 'Loretta' / Harry the Haggler / Culprit Woman / Warris / Intensely Dull Youth / Jailer's Assistant / Otto / Lead Singer Crucifee,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Terry Jones,Mandy Cohen / Colin / Simon the Holy Man / Bob Hoskins / Saintly Passer-by / Alarmed Crucifixion Assistant,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Michael Palin,Wise Man #3 / Mr. Big Nose / Francis / Mrs. A / Ex-Leper / Announcer / Ben / Pontius Pilate / Boring Prophet / Eddie / Shoe Follower / Nisus Wettus,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Terence Bayler,Gregory,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Carol Cleveland,Mrs. Gregory,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Kenneth Colley,Jesus,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Neil Innes,A Weedy Samaritan,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Charles McKeown,False Prophet / Blind Man / Giggling Guard / Stig,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
John Young,"Matthias, Son of Deuteronomy of Gath",ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Gwen Taylor,Mrs. Big Nose,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Sue Jones-Davies,Judith Iscariot,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Peter Brett,unknown,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
John Case,Pilate's Wife,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Chris Langham,Alfonso / Giggling Guard,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Andrew MacLachlan,Another Official Stoners Helper / Giggling Guard,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Bernard McKenna,Parvus / Official Stoners Helper / Giggling Guard,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Spike Milligan,Spike,ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
George Harrison,Mr. Papadopolous (uncredited),ACTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Terry Jones,unknown,DIRECTOR,Life of Brian,MOVIE,1979,['comedy'],8,395024
Clint Eastwood,Harry,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Harry Guardino,Bressler,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Reni Santoni,Chico,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
John Vernon,The Mayor,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Andrew Robinson,Killer,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
John Larch,Chief,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
John Mitchum,De Georgio,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Mae Mercer,Mrs. Russell,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Lyn Edgington,Norma,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Ruth Kobart,Bus Driver,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Woodrow Parfrey,Mr. Jaffe,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Josef Sommer,Rothko,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
William Paterson,Bannerman,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
James Nolan,Liquor Proprietor,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Maurice Argent,Sid Kleinman,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Jo De Winter,Miss Willis,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Craig Kelly,Sgt. Reineke,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Albert Popwell,Bank Robber (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Joy Carlin,Communications Secretary (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Bill Couch,Suicide Jumper (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
Diana Davidson,Swimmer (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051
